zpid_index,zpid,homeStatus,resoFacts.homeType,yearBuilt,bedrooms,bathrooms,resoFacts.architecturalStyle,datePosted,pageViewCount,favoriteCount,longitude,latitude,address.state,address.zipcode,address.city,address.streetAddress,price,zestimate,rentZestimate,livingArea,resoFacts.pricePerSquareFoot,resoFacts.lotSize,annualHomeownersInsurance,propertyTaxRate,resoFacts.taxAnnualAmount,dateSold,resoFacts.heating,resoFacts.hasCooling,resoFacts.garageSpaces,resoFacts.hasGarage,resoFacts.basement,resoFacts.hasPrivatePool,resoFacts.hasFireplace,resoFacts.hasSpa,listed_by.business_name,yearsOld
25603537,25603537,FOR_SALE,SingleFamily,1972,4,3,0,2022-05-11,2430,95,-117.65941,33.567844,CA,92691,Mission Viejo,27181 Galvez Ln,1475000,1432700,4900,2478,595.0,"10,416 sqft",6195,0.69,0.0,2015-04-01,['Central'],True,3,True,0,True,True,True,First Team Real Estate,50
25609891,25609891,FOR_SALE,SingleFamily,1997,5,3,0,2022-09-01,1087,45,-117.653046,33.59416,CA,92692,Mission Viejo,27322 Mondano Dr,1650000,1650000,4846,2763,597.0,"6,600 sqft",6930,0.69,0.0,2000-04-28,"['Central', 'Electric', 'Forced Air']",True,3,True,0,True,True,True,eXp Realty of California Inc,25
25624251,25624251,FOR_SALE,SingleFamily,1976,3,2,Spanish,2022-08-06,1581,58,-117.64507,33.611046,CA,92692,Mission Viejo,27802 Via Sarasate,878000,878008,3200,1503,584.0,"3,478 sqft",3688,0.69,0.0,2022-05-25,"['Central', 'Forced Air', 'Natural Gas']",True,2,True,0,False,True,True,"Zutila, Inc",46
25636606,25636606,FOR_SALE,SingleFamily,1998,3,3,0,2022-07-20,1469,57,-117.62612,33.65091,CA,92692,Mission Viejo,28948 Serreta,1185000,1200000,4500,2461,482.0,"4,872 sqft",4977,0.69,0.0,1998-02-17,['Central'],True,2,True,0,False,True,True,Regency Real Estate Brokers,24
25608250,25608250,FOR_SALE,SingleFamily,1989,4,3,Spanish,2022-08-01,1982,44,-117.65228,33.575516,CA,92692,Mission Viejo,26655 Baronet,1199990,1187500,4382,2047,586.0,"4,356 sqft",5040,0.69,0.0,1994-05-02,['Central'],True,2,True,0,False,True,False,Prime Real Estate Group,33
25603678,25603678,FOR_SALE,SingleFamily,1976,3,3,Mediterranean,2022-08-29,1180,34,-117.66334,33.57643,CA,92691,Mission Viejo,26745 Dulcinea,889000,893600,3399,1678,530.0,"2,145 sqft",3734,0.69,0.0,2014-05-13,['Central'],True,2,True,0,False,True,False,Redfin,46
25639807,25639807,FOR_SALE,SingleFamily,1979,4,2,0,2022-08-18,2906,72,-117.64737,33.63936,CA,92691,Mission Viejo,27715 Torija,1249000,1249961,4043,1972,633.0,"6,840 sqft",5246,0.69,0.0,2003-10-21,['Forced Air'],True,2,True,0,True,True,True,@Vantage Real Estate,43
25538522,25538522,FOR_SALE,SingleFamily,1969,6,3,Ranch,2022-09-03,972,12,-117.68712,33.60469,CA,92691,Mission Viejo,24606 Saturna Dr,1350000,1350000,4626,2439,554.0,"8,395 sqft",5670,0.69,0.0,2004-09-01,"['Central', 'Fireplace(s)']",True,2,True,0,True,True,True,"Zutila, Inc",53
2069359294,2069359294,FOR_SALE,SingleFamily,1995,4,3,Mediterranean,2022-06-17,1487,56,-117.65365,33.586433,CA,92692,Mission Viejo,25920 Pacific Point,1699000,1667687,4800,2889,588.0,"8,100 sqft",7136,0.69,0.0,2020-06-26,"['Central', 'Fireplace(s)', 'Forced Air', 'Natural Gas', 'Solar']",True,3,True,0,False,True,False,Compass,27
25609018,25609018,FOR_SALE,SingleFamily,1994,4,3,Mediterranean,2022-09-02,747,23,-117.64285,33.583427,CA,92692,Mission Viejo,26112 San Marino Ct,1619000,1619000,4800,2985,542.0,"5,586 sqft",6800,0.69,0.0,1994-05-12,"['Central', 'Fireplace(s)', 'Natural Gas']",True,3,True,0,False,True,True,Realty One Group West,28
25613426,25613426,FOR_SALE,SingleFamily,1979,2,2,0,2022-07-21,1797,62,-117.63705,33.6166,CA,92692,Mission Viejo,28242 Zurburan,769500,771200,3149,1279,602.0,"3,478 sqft",3232,0.69,0.0,2022-05-26,['Central'],True,2,True,0,False,True,True,"HomeSmart, Evergreen Realty",43
25639817,25639817,FOR_SALE,SingleFamily,1978,3,2,Spanish,2022-08-12,2605,91,-117.64688,33.63928,CA,92691,Mission Viejo,27716 Torija,1190000,1190008,3999,1792,664.0,"6,164 sqft",4998,0.69,0.0,2013-07-30,['Forced Air'],True,2,True,0,False,True,True,Berkshire Hathaway HomeService,44
25603460,25603460,FOR_SALE,SingleFamily,1972,5,3,Traditional,2022-08-24,2150,45,-117.662094,33.56604,CA,92691,Mission Viejo,26812 Venado Dr,1480000,1480004,4900,2882,514.0,"8,346 sqft",6216,0.69,0.0,2003-10-27,['Central'],True,3,True,0,False,True,False,Berkshire Hathaway Homeservice,50
25539551,25539551,FOR_SALE,SingleFamily,1976,5,3,0,2022-07-17,2006,43,-117.68512,33.61462,CA,92691,Mission Viejo,23906 Copenhagen St,1098000,1085266,4500,2234,491.0,"4,500 sqft",4612,0.69,0.0,2019-08-16,['Central'],True,2,True,0,False,True,True,eXp Realty of California Inc,46
25622690,25622690,FOR_SALE,SingleFamily,1973,4,3,0,2022-08-19,1992,59,-117.65376,33.60733,CA,92692,Mission Viejo,27332 Via Segundo,1314900,1345538,4731,2450,537.0,"6,650 sqft",5523,0.69,0.0,2004-03-09,['Central'],True,2,True,0,True,True,True,"HomeSmart, Evergreen Realty",49
25634907,25634907,FOR_SALE,SingleFamily,1980,4,3,Traditional,2022-07-20,1862,72,-117.631836,33.64828,CA,92692,Mission Viejo,21641 Criptana,1225000,1205100,4099,2100,583.0,"5,202 sqft",5145,0.69,0.0,2013-08-27,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,False,Keller Williams Realty,42
25628314,25628314,FOR_SALE,SingleFamily,1970,3,3,Mediterranean,2022-08-10,2486,61,-117.671455,33.631348,CA,92691,Mission Viejo,22821 El Vaquero Cir,1130000,1130678,4370,2200,514.0,"6,000 sqft",4746,0.69,0.0,2021-05-13,['Central'],True,2,True,0,False,True,False,"Luxre Realty, Inc.",52
25624369,25624369,FOR_SALE,SingleFamily,1976,2,2,Spanish,2022-03-29,1500,18,-117.64194,33.61293,CA,92692,Mission Viejo,24122 Calendula,745000,737100,3149,1279,582.0,"3,478 sqft",3129,0.69,0.0,0,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,True,Bullock Russell RE Services,46
25609253,25609253,FOR_SALE,SingleFamily,1992,4,4,0,2022-08-19,2196,71,-117.65209,33.58906,CA,92692,Mission Viejo,25790 Pacific Crest Dr,1785000,1776500,5014,3116,573.0,0.26 Acres,7497,0.69,0.0,2017-01-12,['Central'],True,3,True,0,False,True,False,Berkshire Hathaway H.S.C.P,30
25612409,25612409,FOR_SALE,SingleFamily,1972,4,2,0,2022-08-25,1644,44,-117.66047,33.60843,CA,92691,Mission Viejo,26941 Via Zaragosa,1200000,1201000,3762,1604,748.0,"6,486 sqft",5040,0.69,0.0,1998-03-31,['Central'],True,2,True,0,False,True,False,Coldwell Banker Realty,50
25616403,25616403,FOR_SALE,SingleFamily,1994,4,3,Traditional,2022-06-04,2214,56,-117.6456,33.595257,CA,92692,Mission Viejo,32 Arrivo Dr,1350000,1327400,4530,2269,595.0,"4,437 sqft",5670,0.69,0.0,1994-02-28,['Central'],True,3,True,0,True,True,False,RE/MAX TerraSol,28
25622966,25622966,FOR_SALE,SingleFamily,1973,3,2,"Contemporary,See Remarks",2022-07-15,2309,68,-117.6522,33.60556,CA,92692,Mission Viejo,27402 Via Caudaloso,1250000,1250000,3899,1812,690.0,"6,570 sqft",5250,0.69,0.0,2005-05-13,"['Central', 'Forced Air', 'Natural Gas']",True,2,True,0,True,True,False,First Team Estates,49
25624055,25624055,FOR_SALE,SingleFamily,1976,3,2,0,2022-06-21,1421,31,-117.64619,33.605625,CA,92692,Mission Viejo,27761 Golondrina,949900,949900,3349,1326,716.0,"5,700 sqft",3990,0.69,0.0,0,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,False,EFP Mortgage,46
25630172,25630172,FOR_SALE,SingleFamily,1978,4,3,Traditional,2022-08-15,1576,36,-117.64054,33.625946,CA,92692,Mission Viejo,28082 Palmada,1348000,1399076,4400,2175,620.0,"6,160 sqft",5662,0.69,0.0,2004-08-02,['Forced Air'],True,2,True,0,False,True,False,Pacific Sotheby's Int'l Realty,44
25539299,25539299,FOR_SALE,SingleFamily,1976,4,3,0,2022-08-24,1711,76,-117.686325,33.616463,CA,92691,Mission Viejo,23811 New Delhi St,1350000,1350011,4749,2580,523.0,"10,626 sqft",5670,0.69,0.0,2022-06-13,['Central'],True,2,True,0,False,True,False,Coldwell Banker Realty,46
25614318,25614318,FOR_SALE,SingleFamily,1990,4,3,Mediterranean,2022-08-04,2113,74,-117.63441,33.636066,CA,92692,Mission Viejo,22451 Bayberry,1699000,1699000,4923,3166,537.0,"6,070 sqft",7136,0.69,0.0,2005-08-18,['Central'],True,3,True,0,True,True,True,Surterre Properties Inc,32
25623390,25623390,FOR_SALE,SingleFamily,1974,3,2,0,2022-05-10,1978,38,-117.658,33.624138,CA,92691,Mission Viejo,23302 Via Bahia,976000,984200,3399,1178,829.0,"8,411 sqft",4099,0.69,0.0,2022-04-19,['Natural Gas'],True,2,True,0,True,True,False,Opendoor Brokerage Inc.,48
25625009,25625009,FOR_SALE,SingleFamily,1977,3,2,Mediterranean,2022-07-01,864,21,-117.64769,33.613766,CA,92692,Mission Viejo,24046 Silvestre,924000,924000,3243,1472,628.0,"3,700 sqft",3881,0.69,0.0,2018-05-30,['Forced Air'],True,2,True,0,False,True,True,Berkshire Hathaway HomeService,45
25613687,25613687,FOR_SALE,SingleFamily,1984,2,2,Mediterranean,2022-08-30,597,15,-117.63227,33.622368,CA,92692,Mission Viejo,28546 Pacheco,810000,811700,3196,1410,574.0,"3,478 sqft",3402,0.69,0.0,2019-08-26,['Central'],True,2,True,0,False,True,True,Coast to Canyon Real Estate,38
250809293,250809293,FOR_SALE,SingleFamily,2018,4,4,"Contemporary,Spanish",2022-07-20,1226,47,-117.62438,33.671246,CA,92692,Mission Viejo,42 Cielo Cresta,2298888,2266500,5999,3273,702.0,"7,732 sqft",9655,0.69,0.0,2018-11-13,"['Central', 'ENERGY STAR Qualified Equipment', 'Fireplace(s)', 'Zoned']",True,2,True,0,True,True,True,Cinq Real Estate,4
25625731,25625731,FOR_SALE,SingleFamily,1981,2,2,Mediterranean,2022-08-15,918,21,-117.64185,33.61462,CA,92692,Mission Viejo,28011 Espinoza,929000,930000,3200,1420,654.0,"3,478 sqft",3902,0.69,0.0,2021-08-25,['Central'],True,2,True,0,False,True,True,Khorouzan Realty,41
25616305,25616305,FOR_SALE,SingleFamily,1996,4,3,0,2022-06-15,1073,31,-117.644005,33.596405,CA,92692,Mission Viejo,14 Covington,1400000,1376700,4500,2105,665.0,"4,000 sqft",5880,0.69,0.0,2000-01-12,0,True,3,True,0,True,True,False,Regency Real Estate Brokers,26
25614751,25614751,FOR_SALE,SingleFamily,1989,5,3,0,2022-08-17,1529,14,-117.63338,33.638206,CA,92692,Mission Viejo,22315 Butterfield,1749000,1749000,4764,2884,606.0,"6,600 sqft",7346,0.69,0.0,2002-08-27,0,True,3,True,0,False,True,False,Pacific Cove Realty and Loan,33
25636345,25636345,FOR_SALE,SingleFamily,1996,2,3,Mediterranean,2022-08-18,1087,26,-117.63309,33.655556,CA,92692,Mission Viejo,21122 San Miguel,1049000,1049008,3999,1941,540.0,"3,951 sqft",4406,0.69,0.0,1997-08-27,['Central'],True,2,True,0,False,True,True,Berkshire Hathaway HomeService,26
25611693,25611693,FOR_SALE,SingleFamily,1967,3,2,0,2022-07-17,1129,24,-117.6758,33.607697,CA,92691,Mission Viejo,24482 Ferrocarril,1017000,1017600,3499,1320,770.0,"5,998 sqft",4271,0.69,0.0,2022-06-28,['Natural Gas'],True,2,True,0,0,True,False,Opendoor Brokerage Inc.,55
25634987,25634987,FOR_SALE,SingleFamily,1980,5,3,Traditional,2022-07-13,1534,41,-117.63282,33.646206,CA,92692,Mission Viejo,21791 Constancia,1324900,1324905,4749,2674,495.0,"5,610 sqft",5565,0.69,0.0,2014-11-19,['Central'],True,2,True,0,False,True,False,First Team Real Estate,42
25614734,25614734,FOR_SALE,SingleFamily,1989,5,4,Contemporary,2022-05-24,1557,52,-117.63447,33.639004,CA,92692,Mission Viejo,22271 Clearbrook,1795000,1746300,4864,3113,577.0,"6,600 sqft",7539,0.69,0.0,0,"['Central', 'ENERGY STAR Qualified Equipment', 'Fireplace(s)', 'Forced Air', 'Solar']",True,3,True,0,True,True,True,Keller Williams Pacific Estate,33
25610584,25610584,FOR_SALE,SingleFamily,1966,4,3,0,2022-08-06,1497,17,-117.666824,33.592102,CA,92691,Mission Viejo,26531 Estanciero Dr,1400000,1400700,4800,2750,509.0,"8,775 sqft",5880,0.69,0.0,2009-04-29,['Electric'],True,2,True,0,False,True,False,Neo Remarketing,56
25616344,25616344,FOR_SALE,SingleFamily,1994,4,3,0,2022-07-27,872,17,-117.647835,33.595577,CA,92692,Mission Viejo,31 Parremo,1450000,1444300,4500,2105,689.0,"4,000 sqft",6090,0.69,0.0,2005-12-01,['Central'],True,3,True,0,False,True,False,Berkshire Hathaway H.S.C.P,28
25622613,25622613,FOR_SALE,SingleFamily,1973,4,3,0,2022-08-10,1486,40,-117.65094,33.61262,CA,92692,Mission Viejo,24132 Via Santa Clara,1274900,1274900,4500,2325,548.0,"7,150 sqft",5355,0.69,0.0,0,"['Central', 'Fireplace(s)']",True,2,True,0,False,True,False,Seven Gables Real Estate,49
25539319,25539319,FOR_SALE,SingleFamily,1976,5,3,0,2022-07-15,990,43,-117.68494,33.6157,CA,92691,Mission Viejo,23842 Helsinki St,1299000,1294900,4800,2580,503.0,"7,002 sqft",5456,0.69,0.0,2019-05-13,['Central'],True,2,True,0,False,False,True,Harvest Realty Development,46
25624934,25624934,FOR_SALE,SingleFamily,1977,2,2,0,2022-07-25,596,15,-117.64808,33.615723,CA,92692,Mission Viejo,27651 Via Rodrigo,855000,704900,3149,1279,668.0,"3,478 sqft",3591,0.69,0.0,2022-04-22,0,True,2,True,0,False,True,False,Pillar & Porch,45
25635397,25635397,FOR_SALE,SingleFamily,1988,3,2,"Cape Cod,Traditional",2022-08-29,274,18,-117.6418,33.64534,CA,92692,Mission Viejo,28012 Thompson,875000,857000,3300,1452,603.0,"3,300 sqft",3675,0.69,0.0,1999-03-25,"['Central', 'Fireplace(s)', 'Natural Gas']",True,2,True,0,False,True,False,KW Spectrum Properties,34
25539267,25539267,FOR_SALE,SingleFamily,1974,4,3,0,2022-06-02,900,18,-117.68456,33.617146,CA,92691,Mission Viejo,25545 Budapest Ave,1399000,0,0,2485,563.0,"7,040 sqft",5876,0.69,0.0,2007-08-07,0,True,3,True,0,True,False,False,Homecoin.com,48
25615660,25615660,FOR_SALE,SingleFamily,2000,4,3,0,2022-08-10,1364,18,-117.63052,33.62566,CA,92692,Mission Viejo,23161 Bouquet Cyn,1500000,1629600,4764,2836,529.0,"5,458 sqft",6300,0.69,0.0,2000-12-21,0,True,2,True,0,False,True,False,Reality Plus Realty,22
25602920,25602920,FOR_SALE,SingleFamily,1969,5,3,0,2022-08-12,1456,26,-117.666306,33.573853,CA,92691,Mission Viejo,26761 Via Grande,1550000,1551600,4800,2897,535.0,"7,200 sqft",6510,0.69,0.0,2022-01-31,['Central'],True,2,True,0,False,True,False,Sunrise Acceptance Corp.,53
25609175,25609175,FOR_SALE,SingleFamily,1990,3,4,Contemporary,2022-07-22,785,9,-117.656296,33.58798,CA,92692,Mission Viejo,27131 S Ridge Dr,1785000,1757300,5934,3316,538.0,"5,000 sqft",7497,0.69,0.0,2012-12-14,"['Central', 'Fireplace(s)']",True,3,True,0,False,True,True,"HAPPY HOME REALTY, INC",32
25609192,25609192,FOR_SALE,SingleFamily,1992,4,3,Traditional,2022-07-21,811,6,-117.65567,33.58648,CA,92692,Mission Viejo,27103 Pacific Terrace Dr,1525000,1471900,4814,2853,535.0,"5,200 sqft",6405,0.69,0.0,2002-12-10,['Central'],True,3,True,0,False,True,False,Berkshire Hathaway H.S.C.P,30
25629818,25629818,FOR_SALE,SingleFamily,1977,8,4,Contemporary,2022-06-16,924,12,-117.651505,33.636635,CA,92691,Mission Viejo,22471 Melida,1845000,1802400,6999,3914,471.0,"6,000 sqft",7749,0.69,0.0,2022-04-01,"['Natural Gas', 'Forced Air']",True,3,True,0,False,True,True,Michael Friedman,45
25614137,25614137,FOR_SALE,SingleFamily,1985,3,3,Contemporary,2022-07-18,761,7,-117.62733,33.64331,CA,92692,Mission Viejo,28862 Hedgerow,1400000,1375800,4400,2258,620.0,"6,000 sqft",5880,0.69,0.0,0,"['Central', 'Forced Air', 'Natural Gas']",True,2,True,0,True,True,True,Wethergage Management Inc,37
25635850,25635850,FOR_SALE,SingleFamily,1987,4,3,0,2022-08-27,215,14,-117.637474,33.656544,CA,92692,Mission Viejo,28271 Coulter,1100000,1100005,4200,2055,535.0,"4,500 sqft",4620,0.69,0.0,2011-09-22,['Central'],True,2,True,0,False,True,False,Keller Williams Realty,35
25539334,25539334,FOR_SALE,SingleFamily,1977,3,3,0,2022-09-07,160,7,-117.686584,33.616753,CA,92691,Mission Viejo,23772 Singapore St,1249900,1193000,4800,2580,484.0,"7,680 sqft",5250,0.69,0.0,2000-07-11,['Central'],True,2,True,0,True,True,True,Seven Gables Real Estate,45
25624446,25624446,FOR_SALE,SingleFamily,1976,3,2,Spanish,2022-08-31,1103,42,-117.642426,33.61498,CA,92692,Mission Viejo,23974 Calle Alonso,899900,901600,3200,1503,599.0,"3,478 sqft",3780,0.69,0.0,2022-05-31,"['Central', 'ENERGY STAR Qualified Equipment', 'Fireplace(s)', 'Forced Air', 'Natural Gas']",True,2,True,0,False,True,True,Landmark Realtors,46
25635727,25635727,FOR_SALE,SingleFamily,1987,3,3,0,2022-08-08,3142,98,-117.6394,33.654488,CA,92692,Mission Viejo,21225 Bishop,960000,960007,3934,1781,539.0,"4,500 sqft",4032,0.69,0.0,2001-06-22,0,True,2,True,0,False,True,False,Pacific Home brokers,35
25638564,25638564,FOR_SALE,SingleFamily,1976,3,2,0,2022-08-12,1233,27,-117.65758,33.648884,CA,92691,Mission Viejo,27151 El Moro,948000,956700,3534,1472,644.0,"6,710 sqft",3982,0.69,0.0,2013-11-25,['Central'],True,2,True,0,False,True,False,Coldwell Banker Realty,46
25468631,25468631,FOR_SALE,SingleFamily,1963,3,3,0,2022-08-16,22116,669,-117.93034,33.628117,CA,92663,Newport Beach,430 Orion Way,939990,1109400,3770,1440,653.0,"1,428 sqft",3948,0.69,0.0,2022-05-11,['Central'],True,2,True,0,False,True,False,2020 Realty & Investment,59
250186188,250186188,FOR_SALE,SingleFamily,0,6,10,Contemporary,2022-07-22,31045,776,-117.82945,33.57786,CA,92657,Newport Coast,46 Deep Sea,62000000,56841200,112809,14500,4276.0,0.45 Acres,260400,0.69,0.0,0,['Central'],True,0,True,0,True,True,True,Compass,2022
25136894,25136894,FOR_SALE,SingleFamily,2019,5,8,0,2022-09-06,695,16,-117.91612,33.617863,CA,92663,Newport Beach,1520 Kings Rd,9995000,9814200,16244,6154,1624.0,"7,150 sqft",41979,0.69,0.0,2017-02-27,"['Central', 'Fireplace(s)', 'Forced Air', 'High Efficiency', 'Natural Gas']",True,4,True,0,True,True,True,Coldwell Banker Realty,3
25504500,25504500,FOR_SALE,SingleFamily,1999,4,4,Mediterranean,2022-08-10,9942,346,-117.82227,33.60764,CA,92657,Newport Coast,20 Renata,2599000,2585100,8750,3090,841.0,"4,768 sqft",10916,0.69,0.0,2019-08-05,['Forced Air'],True,2,True,0,False,True,True,Coldwell Banker Realty,23
25133471,25133471,FOR_SALE,SingleFamily,1960,3,2,0,2022-09-08,311,5,-117.94827,33.63047,CA,92663,Newport Beach,459 62nd St,1888000,1456200,3910,1001,1886.0,"2,480 sqft",7930,0.69,0.0,0,['Central'],True,1,True,0,False,False,False,Compass,62
2144480945,2144480945,FOR_SALE,SingleFamily,2022,5,9,"Cape Cod,Custom Built,Modern,Traditional",2022-06-29,15567,481,-117.87986,33.601147,CA,92625,Corona Del Mar,2209 Bayside Dr,26900000,24602291,47951,8278,3250.0,0.28 Acres,112980,0.69,0.0,0,"['Fireplace(s)', 'Forced Air', 'Zoned']",True,5,True,0,True,True,True,Compass,0
25138568,25138568,FOR_SALE,SingleFamily,1955,4,2,0,2022-09-06,1115,26,-117.88456,33.608467,CA,92625,Corona Del Mar,1524 Dolphin Ter,3695000,3695000,10800,2052,1801.0,"7,920 sqft",15519,0.69,0.0,0,['Forced Air'],True,2,True,0,False,True,False,Berkshire Hathaway HomeService,67
25494647,25494647,FOR_SALE,SingleFamily,2006,4,5,0,2022-09-06,983,27,-117.85821,33.625862,CA,92660,Newport Beach,1812 Port Margate Pl,4825000,4753400,12466,4236,1139.0,"7,540 sqft",20265,0.69,0.0,0,['Central'],True,3,True,0,True,True,True,The Nelson Group,16
2061642117,2061642117,FOR_SALE,SingleFamily,1954,3,3,Mid Century Modern,2022-09-08,461,5,-117.89925,33.608486,CA,92662,Newport Beach,121 E Bay Fron,8750000,0,0,2207,3965.0,"2,564 sqft",36750,0.69,0.0,0,['Central'],True,1,True,0,False,True,False,Russell E. Fluter,68
25478646,25478646,FOR_SALE,SingleFamily,1972,3,3,0,2022-09-02,2760,79,-117.88031,33.644733,CA,92660,Newport Beach,304 Otero,1499000,0,0,1990,753.0,"1,956 sqft",6296,0.69,0.0,2014-03-05,['Central'],True,2,True,0,False,True,True,Seven Gables Real Estate,50
25479495,25479495,FOR_SALE,SingleFamily,1995,5,3,"Mediterranean,Traditional",2022-09-08,437,11,-117.885506,33.623142,CA,92660,Newport Beach,1419 High Bluff Dr,4495000,4436900,8000,2800,1605.0,"5,800 sqft",18879,0.69,0.0,1996-12-18,"['Forced Air', 'Zoned']",True,3,True,0,True,True,False,Compass,27
25481027,25481027,FOR_SALE,SingleFamily,2000,3,3,Craftsman,2022-09-02,2211,100,-117.87102,33.632847,CA,92660,Newport Beach,3 Crooked Stick Dr,3800000,3754000,7397,2710,1402.0,"5,511 sqft",15960,0.69,0.0,2015-08-18,"['Central', 'Fireplace(s)', 'Natural Gas']",True,2,True,0,True,True,True,Surterre Properties Inc.,22
63113569,63113569,FOR_SALE,SingleFamily,2004,5,5,0,2022-09-02,2759,139,-117.80677,33.60168,CA,92657,Newport Coast,10 Meridian,7250000,7133300,14588,4076,1779.0,"9,788 sqft",30450,0.69,0.0,2021-05-24,['Forced Air'],True,3,True,0,False,True,True,Luxe Real Estate,18
250189726,250189726,FOR_SALE,SingleFamily,2016,3,5,Custom Built,2022-09-04,1908,56,-117.89723,33.601418,CA,92661,Newport Beach,930 E Balboa Blvd,16500000,15583300,18063,3327,4959.0,"4,182 sqft",69300,0.69,0.0,2021-12-16,"['Central', 'Forced Air']",True,2,True,0,False,True,False,Compass,6
25503399,25503399,OTHER,SingleFamily,2003,6,12,0,0,11221,271,-117.83842,33.59007,CA,92657,Newport Coast,14 Channel Vis,25682500,25682500,49372,17000,1511.0,0.50 Acres,107867,0.69,0.0,2000-05-30,0,False,0,False,Finished,True,True,True,0,19
25136852,25136852,FOR_SALE,SingleFamily,1997,6,6,"Contemporary,Craftsman,Custom Built,Modern,Ranch",2022-07-15,7021,227,-117.912994,33.61734,CA,92663,Newport Beach,1010 Kings Rd,11995000,11264000,34211,6416,1870.0,"7,083 sqft",50379,0.69,0.0,2020-08-18,"['Fireplace(s)', 'Forced Air', 'Natural Gas']",True,4,True,Finished,True,True,True,eXp Realty of California,25
25213181,25213181,FOR_SALE,SingleFamily,1959,3,3,0,2022-09-09,397,28,-117.89794,33.636826,CA,92660,Newport Beach,2039 Shipway Ln,2850000,2762100,6710,2088,1365.0,"8,800 sqft",11970,0.69,0.0,2020-01-21,['Central'],True,2,True,0,False,True,False,Compass,63
25138990,25138990,FOR_SALE,SingleFamily,1960,4,6,0,2022-09-02,2809,150,-117.9005,33.61185,CA,92660,Newport Beach,147 Harbor Island Rd,13599000,12830300,37380,5284,2574.0,"8,540 sqft",57116,0.69,0.0,2018-11-26,['Forced Air'],True,2,True,0,False,True,True,Central Development Group LTD.,62
25497977,25497977,FOR_SALE,SingleFamily,2022,4,5,Custom Built,2022-07-08,7576,246,-117.86149,33.5946,CA,92625,Corona Del Mar,452 Mendoza Ter,8295000,0,19008,4774,1738.0,"6,555 sqft",34839,0.69,0.0,2019-04-15,['Central'],True,3,True,0,False,True,False,Coldwell Banker Realty,0
25503201,25503201,FOR_SALE,SingleFamily,1999,5,8,0,2022-06-30,8744,273,-117.84256,33.59431,CA,92657,Newport Coast,38 Pelican Crest Dr,20000000,18344500,43177,9276,2156.0,0.35 Acres,84000,0.69,0.0,2021-08-16,['Central'],True,6,True,Finished,True,True,True,Compass,23
25504243,25504243,FOR_SALE,SingleFamily,1997,4,3,0,2022-09-07,361,14,-117.81867,33.60789,CA,92657,Newport Coast,11 Fiore,3695000,3665700,8287,2916,1267.0,"4,867 sqft",15519,0.69,0.0,2000-01-26,"['Central', 'Fireplace(s)', 'Zoned']",True,2,True,0,False,True,True,KASE Real Estate,25
25214678,25214678,FOR_SALE,SingleFamily,1964,3,2,"Contemporary,Modern",2022-08-26,5593,152,-117.88572,33.656532,CA,92660,Newport Beach,2905 Paper Ln,2395000,2369100,4800,2201,1088.0,"7,954 sqft",10059,0.69,0.0,2018-03-12,['Forced Air'],True,2,True,0,True,True,False,KASE Real Estate,58
25503124,25503124,FOR_SALE,SingleFamily,2000,5,7,0,2022-05-28,9810,306,-117.84818,33.59842,CA,92657,Newport Beach,10 Fair Hbr,18800000,17873900,20184,7368,2552.0,0.50 Acres,78960,0.69,0.0,2018-03-13,"['Fireplace(s)', 'Forced Air', 'Zoned']",True,4,True,0,True,True,True,Villa Real Estate,22
25133180,25133180,FOR_SALE,SingleFamily,1998,5,5,Craftsman,2022-06-30,11916,303,-117.95459,33.628593,CA,92663,Newport Beach,7010 W Oceanfront,9250000,9093100,25414,3076,3007.0,"2,252 sqft",38850,0.69,0.0,2005-06-08,"['Central', 'Forced Air', 'Natural Gas']",True,2,True,0,False,True,False,Compass,24
59725789,59725789,FOR_SALE,SingleFamily,2002,4,3,"French,Tudor",2022-09-09,350,12,-117.843124,33.624535,CA,92657,Newport Coast,32 Bargemon,3500000,3500009,8500,3000,1167.0,"6,000 sqft",14700,0.69,0.0,2019-06-25,['Forced Air'],True,2,True,0,False,True,True,"Aspero Realty, Inc",20
25479732,25479732,FOR_SALE,SingleFamily,1987,4,3,Spanish,2022-08-23,5801,149,-117.86649,33.645084,CA,92660,Newport Beach,3043 Corte Portofino,2550000,2520900,4970,2269,1124.0,"3,575 sqft",10710,0.69,0.0,2018-07-18,['Central'],True,2,True,0,True,True,True,Coldwell Banker-Campbell Rltrs,35
25503465,25503465,FOR_SALE,SingleFamily,2022,5,8,Contemporary,2022-07-05,10527,305,-117.86353,33.58725,CA,92625,Corona Del Mar,4527 Perham Rd,19995000,18461200,47255,9100,2197.0,0.25 Acres,83979,0.69,0.0,2017-12-29,0,True,10,True,Finished,True,True,True,Luxe Real Estate,0
25136858,25136858,FOR_SALE,SingleFamily,2022,5,6,"Contemporary,Custom Built,Modern",2022-04-01,5387,174,-117.914246,33.617447,CA,92663,Newport Beach,1210 Kings Rd,11995000,11261400,15061,7090,1692.0,"6,825 sqft",50379,0.69,0.0,2016-07-20,['Central'],True,3,True,0,True,True,True,Coldwell Banker Realty,0
